,Building,Class,Actual_Enrl,Latitude,Longitude,Days,Day_start_M,Day_end_M,Day_start_T,Day_end_T,Day_start_W,Day_end_W,Day_start_R,Day_end_R,Day_start_F,Day_end_F,Day_start_S,Day_end_S,Day_start_U,Day_end_U
580,CH,UNST 234I,11,680507.418369,7642314.424760001,M,2016-09-26 18:00:00,2016-09-26 18:50:00,na,na,na,na,na,na,na,na,na,na,na,na
581,CH,UNST 234I,10,680507.418369,7642314.424760001,M,2016-09-26 19:00:00,2016-09-26 19:50:00,na,na,na,na,na,na,na,na,na,na,na,na
582,CH,UNST 254K,11,680507.418369,7642314.424760001,T,na,na,2016-09-27 09:00:00,2016-09-27 09:50:00,na,na,na,na,na,na,na,na,na,na
583,CH,UNST 254K,12,680507.418369,7642314.424760001,T,na,na,2016-09-27 10:00:00,2016-09-27 10:50:00,na,na,na,na,na,na,na,na,na,na
584,CH,UNST 144A,13,680507.418369,7642314.424760001,TR,na,na,2016-09-27 11:00:00,2016-09-27 11:50:00,na,na,2016-09-29 11:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
585,CH,UNST 144A,10,680507.418369,7642314.424760001,TR,na,na,2016-09-27 12:00:00,2016-09-27 12:50:00,na,na,2016-09-29 12:00:00,2016-09-29 12:50:00,na,na,na,na,na,na
586,CH,UNST 144A,11,680507.418369,7642314.424760001,TR,na,na,2016-09-27 13:00:00,2016-09-27 13:50:00,na,na,2016-09-29 13:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
587,CH,UNST 167A,12,680507.418369,7642314.424760001,T,na,na,2016-09-27 16:00:00,2016-09-27 16:50:00,na,na,na,na,na,na,na,na,na,na
588,CH,UNST 167A,11,680507.418369,7642314.424760001,T,na,na,2016-09-27 17:00:00,2016-09-27 17:50:00,na,na,na,na,na,na,na,na,na,na
589,CH,UNST 167A,12,680507.418369,7642314.424760001,T,na,na,2016-09-27 18:00:00,2016-09-27 18:50:00,na,na,na,na,na,na,na,na,na,na
590,CH,UNST 236C,11,680507.418369,7642314.424760001,W,na,na,na,na,2016-09-28 08:00:00,2016-09-28 08:50:00,na,na,na,na,na,na,na,na
591,CH,UNST 234I,11,680507.418369,7642314.424760001,W,na,na,na,na,2016-09-28 18:00:00,2016-09-28 18:50:00,na,na,na,na,na,na,na,na
592,CH,UNST 254K,11,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 10:00:00,2016-09-29 10:50:00,na,na,na,na,na,na
593,CH,INTL 226D,3,680507.418369,7642314.424760001,M,2016-09-26 11:00:00,2016-09-26 11:50:00,na,na,na,na,na,na,na,na,na,na,na,na
594,CH,UNST 233G,6,680507.418369,7642314.424760001,M,2016-09-26 11:00:00,2016-09-26 11:50:00,na,na,na,na,na,na,na,na,na,na,na,na
595,CH,UNST 144C,14,680507.418369,7642314.424760001,MW,2016-09-26 12:00:00,2016-09-26 12:50:00,na,na,2016-09-28 12:00:00,2016-09-28 12:50:00,na,na,na,na,na,na,na,na
596,CH,UNST 144C,11,680507.418369,7642314.424760001,MW,2016-09-26 13:00:00,2016-09-26 13:50:00,na,na,2016-09-28 13:00:00,2016-09-28 13:50:00,na,na,na,na,na,na,na,na
597,CH,UNST 144C,11,680507.418369,7642314.424760001,MW,2016-09-26 14:00:00,2016-09-26 14:50:00,na,na,2016-09-28 14:00:00,2016-09-28 14:50:00,na,na,na,na,na,na,na,na
598,CH,UNST 228C,12,680507.418369,7642314.424760001,M,2016-09-26 16:00:00,2016-09-26 16:50:00,na,na,na,na,na,na,na,na,na,na,na,na
599,CH,UNST 228C,10,680507.418369,7642314.424760001,M,2016-09-26 17:00:00,2016-09-26 17:50:00,na,na,na,na,na,na,na,na,na,na,na,na
600,CH,UNST 228M,12,680507.418369,7642314.424760001,T,na,na,2016-09-27 10:00:00,2016-09-27 10:50:00,na,na,na,na,na,na,na,na,na,na
601,CH,UNST 212C,12,680507.418369,7642314.424760001,T,na,na,2016-09-27 11:00:00,2016-09-27 11:50:00,na,na,na,na,na,na,na,na,na,na
602,CH,UNST 236A,10,680507.418369,7642314.424760001,T,na,na,2016-09-27 13:00:00,2016-09-27 13:50:00,na,na,na,na,na,na,na,na,na,na
603,CH,UNST 228A,13,680507.418369,7642314.424760001,T,na,na,2016-09-27 14:00:00,2016-09-27 14:50:00,na,na,na,na,na,na,na,na,na,na
604,CH,UNST 228A,11,680507.418369,7642314.424760001,T,na,na,2016-09-27 15:00:00,2016-09-27 15:50:00,na,na,na,na,na,na,na,na,na,na
605,CH,UNST 222G,13,680507.418369,7642314.424760001,T,na,na,2016-09-27 16:00:00,2016-09-27 16:50:00,na,na,na,na,na,na,na,na,na,na
606,CH,UNST 222G,12,680507.418369,7642314.424760001,T,na,na,2016-09-27 17:00:00,2016-09-27 17:50:00,na,na,na,na,na,na,na,na,na,na
607,CH,UNST 222G,12,680507.418369,7642314.424760001,T,na,na,2016-09-27 18:00:00,2016-09-27 18:50:00,na,na,na,na,na,na,na,na,na,na
608,CH,UNST 232A,11,680507.418369,7642314.424760001,W,na,na,na,na,2016-09-28 11:00:00,2016-09-28 11:50:00,na,na,na,na,na,na,na,na
609,CH,UNST 228C,11,680507.418369,7642314.424760001,W,na,na,na,na,2016-09-28 16:00:00,2016-09-28 16:50:00,na,na,na,na,na,na,na,na
610,CH,UNST 228M,11,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 10:00:00,2016-09-29 10:50:00,na,na,na,na,na,na
611,CH,UNST 228M,12,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 11:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
612,CH,UNST 236A,14,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 13:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
613,CH,UNST 228A,12,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 14:00:00,2016-09-29 14:50:00,na,na,na,na,na,na
614,CH,UNST 222C,11,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 16:00:00,2016-09-29 16:50:00,na,na,na,na,na,na
615,CH,UNST 222C,12,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 17:00:00,2016-09-29 17:50:00,na,na,na,na,na,na
616,CH,UNST 222C,11,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 18:00:00,2016-09-29 18:50:00,na,na,na,na,na,na
617,CH,UNST 236C,12,680507.418369,7642314.424760001,M,2016-09-26 11:30:00,2016-09-26 12:20:00,na,na,na,na,na,na,na,na,na,na,na,na
618,CH,UNST 220C,12,680507.418369,7642314.424760001,M,2016-09-26 13:00:00,2016-09-26 13:50:00,na,na,na,na,na,na,na,na,na,na,na,na
619,CH,UNST 220C,13,680507.418369,7642314.424760001,M,2016-09-26 14:00:00,2016-09-26 14:50:00,na,na,na,na,na,na,na,na,na,na,na,na
620,CH,UNST 254G,12,680507.418369,7642314.424760001,M,2016-09-26 16:00:00,2016-09-26 16:50:00,na,na,na,na,na,na,na,na,na,na,na,na
621,CH,UNST 231C,10,680507.418369,7642314.424760001,M,2016-09-26 17:30:00,2016-09-26 18:20:00,na,na,na,na,na,na,na,na,na,na,na,na
622,CH,UNST 231C,10,680507.418369,7642314.424760001,M,2016-09-26 18:30:00,2016-09-26 19:20:00,na,na,na,na,na,na,na,na,na,na,na,na
623,CH,UNST 231G,11,680507.418369,7642314.424760001,T,na,na,2016-09-27 10:00:00,2016-09-27 10:50:00,na,na,na,na,na,na,na,na,na,na
624,CH,UNST 231G,11,680507.418369,7642314.424760001,T,na,na,2016-09-27 11:00:00,2016-09-27 11:50:00,na,na,na,na,na,na,na,na,na,na
625,CH,BST 211B,1,680507.418369,7642314.424760001,T,na,na,2016-09-27 13:00:00,2016-09-27 13:50:00,na,na,na,na,na,na,na,na,na,na
626,CH,INTL 211B,2,680507.418369,7642314.424760001,T,na,na,2016-09-27 13:00:00,2016-09-27 13:50:00,na,na,na,na,na,na,na,na,na,na
627,CH,UNST 233L,8,680507.418369,7642314.424760001,T,na,na,2016-09-27 13:00:00,2016-09-27 13:50:00,na,na,na,na,na,na,na,na,na,na
628,CH,BST 211B,0,680507.418369,7642314.424760001,T,na,na,2016-09-27 14:00:00,2016-09-27 14:50:00,na,na,na,na,na,na,na,na,na,na
629,CH,INTL 211B,0,680507.418369,7642314.424760001,T,na,na,2016-09-27 14:00:00,2016-09-27 14:50:00,na,na,na,na,na,na,na,na,na,na
630,CH,UNST 233L,5,680507.418369,7642314.424760001,T,na,na,2016-09-27 14:00:00,2016-09-27 14:50:00,na,na,na,na,na,na,na,na,na,na
631,CH,UNST 231A,12,680507.418369,7642314.424760001,T,na,na,2016-09-27 15:30:00,2016-09-27 16:20:00,na,na,na,na,na,na,na,na,na,na
632,CH,UNST 231A,12,680507.418369,7642314.424760001,T,na,na,2016-09-27 16:30:00,2016-09-27 17:20:00,na,na,na,na,na,na,na,na,na,na
633,CH,UNST 220C,11,680507.418369,7642314.424760001,W,na,na,na,na,2016-09-28 13:00:00,2016-09-28 13:50:00,na,na,na,na,na,na,na,na
634,CH,UNST 254G,12,680507.418369,7642314.424760001,W,na,na,na,na,2016-09-28 16:00:00,2016-09-28 16:50:00,na,na,na,na,na,na,na,na
635,CH,UNST 231C,11,680507.418369,7642314.424760001,W,na,na,na,na,2016-09-28 17:30:00,2016-09-28 18:20:00,na,na,na,na,na,na,na,na
636,CH,UNST 231G,12,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 10:00:00,2016-09-29 10:50:00,na,na,na,na,na,na
637,CH,BST 211B,0,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 13:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
638,CH,INTL 211B,1,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 13:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
639,CH,UNST 233L,10,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 13:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
640,CH,UNST 231A,11,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 15:30:00,2016-09-29 16:20:00,na,na,na,na,na,na
641,CH,UNST 147B,36,680507.418369,7642314.424760001,MW,2016-09-26 11:00:00,2016-09-26 12:15:00,na,na,2016-09-28 11:00:00,2016-09-28 12:15:00,na,na,na,na,na,na,na,na
642,CH,UNST 141A,35,680507.418369,7642314.424760001,MW,2016-09-26 12:30:00,2016-09-26 13:45:00,na,na,2016-09-28 12:30:00,2016-09-28 13:45:00,na,na,na,na,na,na,na,na
643,CH,UNST 131C,31,680507.418369,7642314.424760001,MW,2016-09-26 14:00:00,2016-09-26 15:15:00,na,na,2016-09-28 14:00:00,2016-09-28 15:15:00,na,na,na,na,na,na,na,na
644,CH,UNST 234I,32,680507.418369,7642314.424760001,MW,2016-09-26 16:00:00,2016-09-26 17:15:00,na,na,2016-09-28 16:00:00,2016-09-28 17:15:00,na,na,na,na,na,na,na,na
645,CH,UNST 117A,34,680507.418369,7642314.424760001,TR,na,na,2016-09-27 08:00:00,2016-09-27 09:15:00,na,na,2016-09-29 08:00:00,2016-09-29 09:15:00,na,na,na,na,na,na
646,CH,UNST 141C,37,680507.418369,7642314.424760001,TR,na,na,2016-09-27 11:00:00,2016-09-27 12:15:00,na,na,2016-09-29 11:00:00,2016-09-29 12:15:00,na,na,na,na,na,na
647,CH,UNST 131E,34,680507.418369,7642314.424760001,TR,na,na,2016-09-27 12:30:00,2016-09-27 13:45:00,na,na,2016-09-29 12:30:00,2016-09-29 13:45:00,na,na,na,na,na,na
648,CH,UNST 141E,35,680507.418369,7642314.424760001,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:15:00,na,na,2016-09-29 14:00:00,2016-09-29 15:15:00,na,na,na,na,na,na
649,CH,UNST 131G,36,680507.418369,7642314.424760001,TR,na,na,2016-09-27 16:00:00,2016-09-27 17:15:00,na,na,2016-09-29 16:00:00,2016-09-29 17:15:00,na,na,na,na,na,na
650,CH,UNST 286C,31,680507.418369,7642314.424760001,F,na,na,na,na,na,na,na,na,2016-09-30 11:30:00,2016-09-30 15:05:00,na,na,na,na
651,CH,UNST 134A,36,680507.418369,7642314.424760001,MW,2016-09-26 08:00:00,2016-09-26 09:15:00,na,na,2016-09-28 08:00:00,2016-09-28 09:15:00,na,na,na,na,na,na,na,na
652,CH,UNST 232A,29,680507.418369,7642314.424760001,MW,2016-09-26 09:30:00,2016-09-26 10:45:00,na,na,2016-09-28 09:30:00,2016-09-28 10:45:00,na,na,na,na,na,na,na,na
653,CH,UNST 254W,34,680507.418369,7642314.424760001,MW,2016-09-26 11:00:00,2016-09-26 12:15:00,na,na,2016-09-28 11:00:00,2016-09-28 12:15:00,na,na,na,na,na,na,na,na
654,CH,UNST 134C,36,680507.418369,7642314.424760001,MW,2016-09-26 12:30:00,2016-09-26 13:45:00,na,na,2016-09-28 12:30:00,2016-09-28 13:45:00,na,na,na,na,na,na,na,na
655,CH,UNST 254G,36,680507.418369,7642314.424760001,MW,2016-09-26 14:00:00,2016-09-26 15:15:00,na,na,2016-09-28 14:00:00,2016-09-28 15:15:00,na,na,na,na,na,na,na,na
656,CH,UNST 242C,34,680507.418369,7642314.424760001,MW,2016-09-26 15:30:00,2016-09-26 16:45:00,na,na,2016-09-28 15:30:00,2016-09-28 16:45:00,na,na,na,na,na,na,na,na
657,CH,UNST 239I,29,680507.418369,7642314.424760001,TR,na,na,2016-09-27 08:00:00,2016-09-27 09:15:00,na,na,2016-09-29 08:00:00,2016-09-29 09:15:00,na,na,na,na,na,na
658,CH,UNST 144A,34,680507.418369,7642314.424760001,TR,na,na,2016-09-27 09:30:00,2016-09-27 10:45:00,na,na,2016-09-29 09:30:00,2016-09-29 10:45:00,na,na,na,na,na,na
659,CH,BST 211A,1,680507.418369,7642314.424760001,TR,na,na,2016-09-27 11:00:00,2016-09-27 12:15:00,na,na,2016-09-29 11:00:00,2016-09-29 12:15:00,na,na,na,na,na,na
660,CH,INTL 211A,6,680507.418369,7642314.424760001,TR,na,na,2016-09-27 11:00:00,2016-09-27 12:15:00,na,na,2016-09-29 11:00:00,2016-09-29 12:15:00,na,na,na,na,na,na
661,CH,UNST 233L,23,680507.418369,7642314.424760001,TR,na,na,2016-09-27 11:00:00,2016-09-27 12:15:00,na,na,2016-09-29 11:00:00,2016-09-29 12:15:00,na,na,na,na,na,na
662,CH,UNST 222E,35,680507.418369,7642314.424760001,TR,na,na,2016-09-27 12:30:00,2016-09-27 13:45:00,na,na,2016-09-29 12:30:00,2016-09-29 13:45:00,na,na,na,na,na,na
663,CH,UNST 242A,34,680507.418369,7642314.424760001,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:15:00,na,na,2016-09-29 14:00:00,2016-09-29 15:15:00,na,na,na,na,na,na
664,CH,UNST 222C,34,680507.418369,7642314.424760001,T,na,na,2016-09-27 16:00:00,2016-09-27 18:30:00,na,na,na,na,na,na,na,na,na,na
665,CH,UNST 222G,37,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 16:00:00,2016-09-29 18:30:00,na,na,na,na,na,na
670,CH,LING 111,17,680507.418369,7642314.424760001,MWF,2016-09-26 09:00:00,2016-09-26 11:20:00,na,na,2016-09-28 09:00:00,2016-09-28 11:20:00,na,na,2016-09-30 09:00:00,2016-09-30 11:20:00,na,na,na,na
671,CH,GER 101,20,680507.418369,7642314.424760001,MWF,2016-09-26 11:30:00,2016-09-26 12:35:00,na,na,2016-09-28 11:30:00,2016-09-28 12:35:00,na,na,2016-09-30 11:30:00,2016-09-30 12:35:00,na,na,na,na
672,CH,PS 447,14,680507.418369,7642314.424760001,MWF,2016-09-26 12:45:00,2016-09-26 13:50:00,na,na,2016-09-28 12:45:00,2016-09-28 13:50:00,na,na,2016-09-30 12:45:00,2016-09-30 13:50:00,na,na,na,na
673,CH,WR 222,26,680507.418369,7642314.424760001,MW,2016-09-26 14:00:00,2016-09-26 15:50:00,na,na,2016-09-28 14:00:00,2016-09-28 15:50:00,na,na,na,na,na,na,na,na
674,CH,MTH 411,17,680507.418369,7642314.424760001,MW,2016-09-26 17:15:00,2016-09-26 18:30:00,na,na,2016-09-28 17:15:00,2016-09-28 18:30:00,na,na,na,na,na,na,na,na
675,CH,MTH 511,15,680507.418369,7642314.424760001,MW,2016-09-26 17:15:00,2016-09-26 18:30:00,na,na,2016-09-28 17:15:00,2016-09-28 18:30:00,na,na,na,na,na,na,na,na
676,CH,PA 511,28,680507.418369,7642314.424760001,M,2016-09-26 18:40:00,2016-09-26 21:20:00,na,na,na,na,na,na,na,na,na,na,na,na
677,CH,PS 462,31,680507.418369,7642314.424760001,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
678,CH,ESM 485,19,680507.418369,7642314.424760001,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
679,CH,ESM 585,9,680507.418369,7642314.424760001,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
680,CH,COMM 452,22,680507.418369,7642314.424760001,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
681,CH,COMM 552,10,680507.418369,7642314.424760001,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
682,CH,ECE 311,24,680507.418369,7642314.424760001,TR,na,na,2016-09-27 16:40:00,2016-09-27 18:30:00,na,na,2016-09-29 16:40:00,2016-09-29 18:30:00,na,na,na,na,na,na
683,CH,HSMP 574,3,680507.418369,7642314.424760001,T,na,na,2016-09-27 18:40:00,2016-09-27 21:20:00,na,na,na,na,na,na,na,na,na,na
684,CH,HSMP 674,3,680507.418369,7642314.424760001,T,na,na,2016-09-27 18:40:00,2016-09-27 21:20:00,na,na,na,na,na,na,na,na,na,na
685,CH,PAH 574,1,680507.418369,7642314.424760001,T,na,na,2016-09-27 18:40:00,2016-09-27 21:20:00,na,na,na,na,na,na,na,na,na,na
686,CH,PAH 674,0,680507.418369,7642314.424760001,T,na,na,2016-09-27 18:40:00,2016-09-27 21:20:00,na,na,na,na,na,na,na,na,na,na
687,CH,SOPH 03,21,680507.418369,7642314.424760001,T,na,na,2016-09-27 18:40:00,2016-09-27 21:20:00,na,na,na,na,na,na,na,na,na,na
688,CH,SOPH 03,0,680507.418369,7642314.424760001,T,na,na,2016-09-27 18:40:00,2016-09-27 21:20:00,na,na,na,na,na,na,na,na,na,na
689,CH,PA 585,20,680507.418369,7642314.424760001,W,na,na,na,na,2016-09-28 18:40:00,2016-09-28 21:20:00,na,na,na,na,na,na,na,na
690,CH,MIM 588,21,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 08:00:00,2016-09-29 09:50:00,na,na,na,na,na,na
691,CH,RE 439,2,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 18:40:00,2016-09-29 21:20:00,na,na,na,na,na,na
692,CH,RE 539S,13,680507.418369,7642314.424760001,R,na,na,na,na,na,na,2016-09-29 18:40:00,2016-09-29 21:20:00,na,na,na,na,na,na
693,CH,INTL 226C,5,680507.418369,7642314.424760001,MW,2016-09-26 09:30:00,2016-09-26 10:45:00,na,na,2016-09-28 09:30:00,2016-09-28 10:45:00,na,na,na,na,na,na,na,na
694,CH,UNST 233G,24,680507.418369,7642314.424760001,MW,2016-09-26 09:30:00,2016-09-26 10:45:00,na,na,2016-09-28 09:30:00,2016-09-28 10:45:00,na,na,na,na,na,na,na,na
695,CH,UNST 220C,36,680507.418369,7642314.424760001,MW,2016-09-26 11:00:00,2016-09-26 12:15:00,na,na,2016-09-28 11:00:00,2016-09-28 12:15:00,na,na,na,na,na,na,na,na
