,Building,Class,Actual_Enrl,Latitude,Longitude,Days,Day_start_M,Day_end_M,Day_start_T,Day_end_T,Day_start_W,Day_end_W,Day_start_R,Day_end_R,Day_start_F,Day_end_F,Day_start_S,Day_end_S,Day_start_U,Day_end_U
1835,FAB,ETM 661,0,679576.3524409999,7643163.52598,M,2016-09-26 17:30:00,2016-09-26 21:10:00,na,na,na,na,na,na,na,na,na,na,na,na
1836,FAB,ENG 447,20,679576.3524409999,7643163.52598,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
1837,FAB,ENG 547,7,679576.3524409999,7643163.52598,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
1838,FAB,SYSC 336U,26,679576.3524409999,7643163.52598,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
1839,FAB,STAT 241,30,679576.3524409999,7643163.52598,T,na,na,2016-09-27 16:00:00,2016-09-27 17:00:00,na,na,na,na,na,na,na,na,na,na
1840,FAB,PSY 321,25,679576.3524409999,7643163.52598,T,na,na,2016-09-27 17:30:00,2016-09-27 21:10:00,na,na,na,na,na,na,na,na,na,na
1841,FAB,STAT 241,29,679576.3524409999,7643163.52598,W,na,na,na,na,2016-09-28 16:00:00,2016-09-28 17:00:00,na,na,na,na,na,na,na,na
1842,FAB,ETM 531,11,679576.3524409999,7643163.52598,W,na,na,na,na,2016-09-28 17:30:00,2016-09-28 21:10:00,na,na,na,na,na,na,na,na
1843,FAB,ETM 631,5,679576.3524409999,7643163.52598,W,na,na,na,na,2016-09-28 17:30:00,2016-09-28 21:10:00,na,na,na,na,na,na,na,na
1844,FAB,ITP 534,24,679576.3524409999,7643163.52598,R,na,na,na,na,na,na,2016-09-29 15:00:00,2016-09-29 16:50:00,na,na,na,na,na,na
1845,FAB,ETM 532,6,679576.3524409999,7643163.52598,R,na,na,na,na,na,na,2016-09-29 17:30:00,2016-09-29 21:10:00,na,na,na,na,na,na
1846,FAB,ETM 632,3,679576.3524409999,7643163.52598,R,na,na,na,na,na,na,2016-09-29 17:30:00,2016-09-29 21:10:00,na,na,na,na,na,na
1847,FAB,ETM 544,19,679576.3524409999,7643163.52598,F,na,na,na,na,na,na,na,na,2016-09-30 17:30:00,2016-09-30 21:10:00,na,na,na,na
1848,FAB,ETM 644,1,679576.3524409999,7643163.52598,F,na,na,na,na,na,na,na,na,2016-09-30 17:30:00,2016-09-30 21:10:00,na,na,na,na
1849,FAB,AD HOC,0,679576.3524409999,7643163.52598,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
1852,FAB,AD HOC,0,679576.3524409999,7643163.52598,TR,na,na,2016-09-27 16:00:00,2016-09-27 19:00:00,na,na,2016-09-29 16:00:00,2016-09-29 19:00:00,na,na,na,na,na,na
1853,FAB,LING 144,18,679576.3524409999,7643163.52598,MWF,2016-09-26 12:45:00,2016-09-26 13:50:00,na,na,2016-09-28 12:45:00,2016-09-28 13:50:00,na,na,2016-09-30 12:45:00,2016-09-30 13:50:00,na,na,na,na
1854,FAB,LING 144,16,679576.3524409999,7643163.52598,MWF,2016-09-26 14:00:00,2016-09-26 15:05:00,na,na,2016-09-28 14:00:00,2016-09-28 15:05:00,na,na,2016-09-30 14:00:00,2016-09-30 15:05:00,na,na,na,na
1855,FAB,ECE 510,17,679576.3524409999,7643163.52598,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
1856,FAB,WR 121,19,679576.3524409999,7643163.52598,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
1857,FAB,COUN 590,14,679576.3524409999,7643163.52598,W,na,na,na,na,2016-09-28 16:00:00,2016-09-28 18:30:00,na,na,na,na,na,na,na,na
1858,FAB,AD HOC,0,679576.3524409999,7643163.52598,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
1859,FAB,ECE 221L,16,679576.3524409999,7643163.52598,M,2016-09-26 13:00:00,2016-09-26 15:50:00,na,na,na,na,na,na,na,na,na,na,na,na
1860,FAB,ECE 321L,28,679576.3524409999,7643163.52598,M,2016-09-26 18:40:00,2016-09-26 21:30:00,na,na,na,na,na,na,na,na,na,na,na,na
1861,FAB,ECE 321L,24,679576.3524409999,7643163.52598,T,na,na,2016-09-27 09:00:00,2016-09-27 11:50:00,na,na,na,na,na,na,na,na,na,na
1862,FAB,ECE 101L,24,679576.3524409999,7643163.52598,T,na,na,2016-09-27 14:00:00,2016-09-27 16:50:00,na,na,na,na,na,na,na,na,na,na
1863,FAB,ECE 101L,0,679576.3524409999,7643163.52598,T,na,na,2016-09-27 17:00:00,2016-09-27 19:50:00,na,na,na,na,na,na,na,na,na,na
1864,FAB,ECE 221L,8,679576.3524409999,7643163.52598,W,na,na,na,na,2016-09-28 09:00:00,2016-09-28 11:50:00,na,na,na,na,na,na,na,na
1865,FAB,ECE 101L,12,679576.3524409999,7643163.52598,W,na,na,na,na,2016-09-28 12:00:00,2016-09-28 14:50:00,na,na,na,na,na,na,na,na
1866,FAB,ECE 321L,16,679576.3524409999,7643163.52598,W,na,na,na,na,2016-09-28 18:40:00,2016-09-28 21:30:00,na,na,na,na,na,na,na,na
1867,FAB,ECE 221L,21,679576.3524409999,7643163.52598,R,na,na,na,na,na,na,2016-09-29 14:00:00,2016-09-29 16:50:00,na,na,na,na,na,na
1868,FAB,ECE 321L,29,679576.3524409999,7643163.52598,R,na,na,na,na,na,na,2016-09-29 18:40:00,2016-09-29 21:30:00,na,na,na,na,na,na
1869,FAB,ECE 221L,10,679576.3524409999,7643163.52598,F,na,na,na,na,na,na,na,na,2016-09-30 10:00:00,2016-09-30 12:50:00,na,na,na,na
1870,FAB,ECE 101L,6,679576.3524409999,7643163.52598,F,na,na,na,na,na,na,na,na,2016-09-30 13:00:00,2016-09-30 15:50:00,na,na,na,na
1871,FAB,ECE 321L,17,679576.3524409999,7643163.52598,F,na,na,na,na,na,na,na,na,2016-09-30 16:00:00,2016-09-30 18:50:00,na,na,na,na
1872,FAB,ECE 331L,18,679576.3524409999,7643163.52598,M,2016-09-26 09:00:00,2016-09-26 11:50:00,na,na,na,na,na,na,na,na,na,na,na,na
1873,FAB,ECE 331L,20,679576.3524409999,7643163.52598,T,na,na,2016-09-27 14:00:00,2016-09-27 16:50:00,na,na,na,na,na,na,na,na,na,na
1874,FAB,ECE 331L,21,679576.3524409999,7643163.52598,W,na,na,na,na,2016-09-28 18:40:00,2016-09-28 21:30:00,na,na,na,na,na,na,na,na
1875,FAB,ECE 331L,20,679576.3524409999,7643163.52598,F,na,na,na,na,na,na,na,na,2016-09-30 13:00:00,2016-09-30 15:50:00,na,na,na,na
1876,FAB,ECE 410,0,679576.3524409999,7643163.52598,T,na,na,2016-09-27 12:30:00,2016-09-27 16:30:00,na,na,na,na,na,na,na,na,na,na
1877,FAB,ECE 510,1,679576.3524409999,7643163.52598,T,na,na,2016-09-27 12:30:00,2016-09-27 16:30:00,na,na,na,na,na,na,na,na,na,na
1878,FAB,ECE 410,0,679576.3524409999,7643163.52598,R,na,na,na,na,na,na,2016-09-29 12:30:00,2016-09-29 16:30:00,na,na,na,na,na,na
1879,FAB,ECE 510,2,679576.3524409999,7643163.52598,R,na,na,na,na,na,na,2016-09-29 12:30:00,2016-09-29 16:30:00,na,na,na,na,na,na
1880,FAB,ME 320L,15,679576.3524409999,7643163.52598,T,na,na,2016-09-27 12:00:00,2016-09-27 14:30:00,na,na,na,na,na,na,na,na,na,na
1881,FAB,ME 320L,10,679576.3524409999,7643163.52598,T,na,na,2016-09-27 15:00:00,2016-09-27 17:30:00,na,na,na,na,na,na,na,na,na,na
1882,FAB,ME 320L,11,679576.3524409999,7643163.52598,R,na,na,na,na,na,na,2016-09-29 14:00:00,2016-09-29 16:30:00,na,na,na,na,na,na
1883,FAB,ME 320L,15,679576.3524409999,7643163.52598,F,na,na,na,na,na,na,na,na,2016-09-30 10:15:00,2016-09-30 12:45:00,na,na,na,na
1884,FAB,ME 320L,9,679576.3524409999,7643163.52598,F,na,na,na,na,na,na,na,na,2016-09-30 13:00:00,2016-09-30 15:30:00,na,na,na,na
1885,FAB,CS 570,16,679576.3524409999,7643163.52598,R,na,na,na,na,na,na,2016-09-29 16:00:00,2016-09-29 17:30:00,na,na,na,na,na,na
1886,FAB,CS 410,13,679576.3524409999,7643163.52598,MW,2016-09-26 11:30:00,2016-09-26 13:20:00,na,na,2016-09-28 11:30:00,2016-09-28 13:20:00,na,na,na,na,na,na,na,na
1887,FAB,CS 510,17,679576.3524409999,7643163.52598,MW,2016-09-26 11:30:00,2016-09-26 13:20:00,na,na,2016-09-28 11:30:00,2016-09-28 13:20:00,na,na,na,na,na,na,na,na
1888,FAB,CS 162L,24,679576.3524409999,7643163.52598,R,na,na,na,na,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
1889,FAB,CS 162L,23,679576.3524409999,7643163.52598,R,na,na,na,na,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
1890,FAB,CS 163L,27,679576.3524409999,7643163.52598,R,na,na,na,na,na,na,2016-09-29 16:00:00,2016-09-29 17:50:00,na,na,na,na,na,na
1891,FAB,CS 162L,22,679576.3524409999,7643163.52598,F,na,na,na,na,na,na,na,na,2016-09-30 08:00:00,2016-09-30 09:50:00,na,na,na,na
1892,FAB,CS 162L,19,679576.3524409999,7643163.52598,F,na,na,na,na,na,na,na,na,2016-09-30 10:00:00,2016-09-30 11:50:00,na,na,na,na
1893,FAB,CS 162L,21,679576.3524409999,7643163.52598,F,na,na,na,na,na,na,na,na,2016-09-30 12:00:00,2016-09-30 13:50:00,na,na,na,na
1894,FAB,CS 162L,21,679576.3524409999,7643163.52598,F,na,na,na,na,na,na,na,na,2016-09-30 14:00:00,2016-09-30 15:50:00,na,na,na,na
1895,FAB,CS 162L,16,679576.3524409999,7643163.52598,F,na,na,na,na,na,na,na,na,2016-09-30 16:00:00,2016-09-30 17:50:00,na,na,na,na
1896,FAB,CS 162L,7,679576.3524409999,7643163.52598,M,2016-09-26 10:00:00,2016-09-26 11:50:00,na,na,na,na,na,na,na,na,na,na,na,na
1897,FAB,CS 163L,20,679576.3524409999,7643163.52598,M,2016-09-26 12:00:00,2016-09-26 13:50:00,na,na,na,na,na,na,na,na,na,na,na,na
1898,FAB,CS 162L,22,679576.3524409999,7643163.52598,R,na,na,na,na,na,na,2016-09-29 16:00:00,2016-09-29 17:50:00,na,na,na,na,na,na
1899,HGCDC,CFS 385U,41,681275.3625899999,7641283.03215,W,na,na,na,na,2016-09-28 16:00:00,2016-09-28 19:40:00,na,na,na,na,na,na,na,na
1901,HOFF,AD HOC,0,680508.861028,7641292.417939999,TR,na,na,2016-09-27 16:00:00,2016-09-27 19:00:00,na,na,2016-09-29 16:00:00,2016-09-29 19:00:00,na,na,na,na,na,na
1902,HOFF,AD HOC,0,680508.861028,7641292.417939999,F,na,na,na,na,na,na,na,na,2016-09-30 11:30:00,2016-09-30 23:59:00,na,na,na,na
1904,HOFF,EC 314U,138,680508.861028,7641292.417939999,M,2016-09-26 08:15:00,2016-09-26 10:05:00,na,na,na,na,na,na,na,na,na,na,na,na
1905,HOFF,BI 341,126,680508.861028,7641292.417939999,MWF,2016-09-26 10:15:00,2016-09-26 11:20:00,na,na,2016-09-28 10:15:00,2016-09-28 11:20:00,na,na,2016-09-30 10:15:00,2016-09-30 11:20:00,na,na,na,na
1906,HOFF,CS 447P,21,680508.861028,7641292.417939999,MW,2016-09-26 14:00:00,2016-09-26 15:50:00,na,na,2016-09-28 14:00:00,2016-09-28 15:50:00,na,na,na,na,na,na,na,na
1907,HOFF,CS 547,7,680508.861028,7641292.417939999,MW,2016-09-26 14:00:00,2016-09-26 15:50:00,na,na,2016-09-28 14:00:00,2016-09-28 15:50:00,na,na,na,na,na,na,na,na
1908,HOFF,PH 211,163,680508.861028,7641292.417939999,MW,2016-09-26 16:40:00,2016-09-26 18:30:00,na,na,2016-09-28 16:40:00,2016-09-28 18:30:00,na,na,na,na,na,na,na,na
1909,HOFF,BI 211,193,680508.861028,7641292.417939999,MW,2016-09-26 18:40:00,2016-09-26 20:30:00,na,na,2016-09-28 18:40:00,2016-09-28 20:30:00,na,na,na,na,na,na,na,na
1910,HOFF,CH 334,168,680508.861028,7641292.417939999,TR,na,na,2016-09-27 08:00:00,2016-09-27 09:50:00,na,na,2016-09-29 08:00:00,2016-09-29 09:50:00,na,na,na,na,na,na
1911,HOFF,BI 201,176,680508.861028,7641292.417939999,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:20:00,na,na,2016-09-29 10:00:00,2016-09-29 11:20:00,na,na,na,na,na,na
1912,HOFF,CCJ 330U,37,680508.861028,7641292.417939999,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
1913,HOFF,CS 161,153,680508.861028,7641292.417939999,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
1914,HOFF,AD HOC,0,680508.861028,7641292.417939999,SU,na,na,na,na,na,na,na,na,na,na,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
1915,KMC,AD HOC,0,680096.112156,7642508.71639,MTWRFSU,2016-09-26 07:00:00,2016-09-26 23:59:00,2016-09-27 07:00:00,2016-09-27 23:59:00,2016-09-28 07:00:00,2016-09-28 23:59:00,2016-09-29 07:00:00,2016-09-29 23:59:00,2016-09-30 07:00:00,2016-09-30 23:59:00,2016-10-01 07:00:00,2016-10-01 23:59:00,2016-10-02 07:00:00,2016-10-02 23:59:00
1916,LH,TA 102,23,680747.560767,7642413.45873,MW,2016-09-26 12:00:00,2016-09-26 13:50:00,na,na,2016-09-28 12:00:00,2016-09-28 13:50:00,na,na,na,na,na,na,na,na
1917,LH,TA 248,15,680747.560767,7642413.45873,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
1918,LH,TA 102,26,680747.560767,7642413.45873,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
1919,LH,TA 241,19,680747.560767,7642413.45873,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
1920,LH,TA 111,31,680747.560767,7642413.45873,MWF,2016-09-26 12:45:00,2016-09-26 13:35:00,na,na,2016-09-28 12:45:00,2016-09-28 13:35:00,na,na,2016-09-30 12:45:00,2016-09-30 13:35:00,na,na,na,na
1921,LH,TA 322U,40,680747.560767,7642413.45873,MW,2016-09-26 14:00:00,2016-09-26 15:50:00,na,na,2016-09-28 14:00:00,2016-09-28 15:50:00,na,na,na,na,na,na,na,na
1922,LH,TA 151,37,680747.560767,7642413.45873,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
1923,LH,TA 474,11,680747.560767,7642413.45873,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
1924,LH,TA 574,1,680747.560767,7642413.45873,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
1925,LH,TA 363,29,680747.560767,7642413.45873,TR,na,na,2016-09-27 16:00:00,2016-09-27 17:50:00,na,na,2016-09-29 16:00:00,2016-09-29 17:50:00,na,na,na,na,na,na
1926,LH,MUS 191,17,680747.560767,7642413.45873,MWF,2016-09-26 09:00:00,2016-09-26 09:50:00,na,na,2016-09-28 09:00:00,2016-09-28 09:50:00,na,na,2016-09-30 09:00:00,2016-09-30 09:50:00,na,na,na,na
1927,LH,MUS 191,14,680747.560767,7642413.45873,MWF,2016-09-26 10:15:00,2016-09-26 11:05:00,na,na,2016-09-28 10:15:00,2016-09-28 11:05:00,na,na,2016-09-30 10:15:00,2016-09-30 11:05:00,na,na,na,na
1928,LH,MUS 291,24,680747.560767,7642413.45873,MWF,2016-09-26 11:30:00,2016-09-26 12:20:00,na,na,2016-09-28 11:30:00,2016-09-28 12:20:00,na,na,2016-09-30 11:30:00,2016-09-30 12:20:00,na,na,na,na
1929,LH,MUS 291,11,680747.560767,7642413.45873,MWF,2016-09-26 12:45:00,2016-09-26 13:50:00,na,na,2016-09-28 12:45:00,2016-09-28 13:50:00,na,na,2016-09-30 12:45:00,2016-09-30 13:50:00,na,na,na,na
1930,LH,MUS 191,20,680747.560767,7642413.45873,TR,na,na,2016-09-27 10:30:00,2016-09-27 11:45:00,na,na,2016-09-29 10:30:00,2016-09-29 11:45:00,na,na,na,na,na,na
1931,LH,MUS 291,9,680747.560767,7642413.45873,TR,na,na,2016-09-27 14:45:00,2016-09-27 16:00:00,na,na,2016-09-29 14:45:00,2016-09-29 16:00:00,na,na,na,na,na,na
1932,LH,MUS 191,18,680747.560767,7642413.45873,T,na,na,2016-09-27 18:30:00,2016-09-27 20:20:00,na,na,na,na,na,na,na,na,na,na
1933,LH,MUS 421,10,680747.560767,7642413.45873,MW,2016-09-26 11:15:00,2016-09-26 12:30:00,na,na,2016-09-28 11:15:00,2016-09-28 12:30:00,na,na,na,na,na,na,na,na
1934,LH,MUS 411,14,680747.560767,7642413.45873,TR,na,na,2016-09-27 09:00:00,2016-09-27 09:50:00,na,na,2016-09-29 09:00:00,2016-09-29 09:50:00,na,na,na,na,na,na
1935,LH,MUS 214,10,680747.560767,7642413.45873,TR,na,na,2016-09-27 10:30:00,2016-09-27 11:20:00,na,na,2016-09-29 10:30:00,2016-09-29 11:20:00,na,na,na,na,na,na
1936,LH,MUS 320,7,680747.560767,7642413.45873,TR,na,na,2016-09-27 10:30:00,2016-09-27 11:45:00,na,na,2016-09-29 10:30:00,2016-09-29 11:45:00,na,na,na,na,na,na
1937,LH,FILM 487,9,680747.560767,7642413.45873,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
1938,LH,FILM 587,0,680747.560767,7642413.45873,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
1939,LH,FILM 487,13,680747.560767,7642413.45873,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
1940,LH,FILM 587,0,680747.560767,7642413.45873,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
1941,LH,FILM 231,19,680747.560767,7642413.45873,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
1942,LH,FILM 480,23,680747.560767,7642413.45873,TR,na,na,2016-09-27 16:00:00,2016-09-27 17:50:00,na,na,2016-09-29 16:00:00,2016-09-29 17:50:00,na,na,na,na,na,na
1943,LH,FILM 580,0,680747.560767,7642413.45873,TR,na,na,2016-09-27 16:00:00,2016-09-27 17:50:00,na,na,2016-09-29 16:00:00,2016-09-29 17:50:00,na,na,na,na,na,na
1944,LH,FILM 487,6,680747.560767,7642413.45873,T,na,na,2016-09-27 18:00:00,2016-09-27 21:35:00,na,na,na,na,na,na,na,na,na,na
1945,LH,FILM 587,0,680747.560767,7642413.45873,T,na,na,2016-09-27 18:00:00,2016-09-27 21:35:00,na,na,na,na,na,na,na,na,na,na
1946,LH,FILM 480,14,680747.560767,7642413.45873,W,na,na,na,na,2016-09-28 18:00:00,2016-09-28 21:35:00,na,na,na,na,na,na,na,na
1947,LH,FILM 580,0,680747.560767,7642413.45873,W,na,na,na,na,2016-09-28 18:00:00,2016-09-28 21:35:00,na,na,na,na,na,na,na,na
1948,LH,MUS 211,28,680747.560767,7642413.45873,MWF,2016-09-26 10:15:00,2016-09-26 11:05:00,na,na,2016-09-28 10:15:00,2016-09-28 11:05:00,na,na,2016-09-30 10:15:00,2016-09-30 11:05:00,na,na,na,na
1949,LH,MUS 424,7,680747.560767,7642413.45873,MW,2016-09-26 11:30:00,2016-09-26 12:20:00,na,na,2016-09-28 11:30:00,2016-09-28 12:20:00,na,na,na,na,na,na,na,na
1950,LH,MUS 524,3,680747.560767,7642413.45873,MW,2016-09-26 11:30:00,2016-09-26 12:20:00,na,na,2016-09-28 11:30:00,2016-09-28 12:20:00,na,na,na,na,na,na,na,na
1951,LH,MUS 240,11,680747.560767,7642413.45873,MW,2016-09-26 12:30:00,2016-09-26 13:45:00,na,na,2016-09-28 12:30:00,2016-09-28 13:45:00,na,na,na,na,na,na,na,na
1952,LH,MUS 114,19,680747.560767,7642413.45873,TR,na,na,2016-09-27 09:00:00,2016-09-27 09:50:00,na,na,2016-09-29 09:00:00,2016-09-29 09:50:00,na,na,na,na,na,na
1953,LH,MUS 214,17,680747.560767,7642413.45873,TR,na,na,2016-09-27 10:30:00,2016-09-27 11:20:00,na,na,2016-09-29 10:30:00,2016-09-29 11:20:00,na,na,na,na,na,na
1954,LH,MUS 399,13,680747.560767,7642413.45873,T,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,na,na,na,na,na,na,na,na
1955,LH,MUS 485,11,680747.560767,7642413.45873,W,na,na,na,na,2016-09-28 16:30:00,2016-09-28 18:20:00,na,na,na,na,na,na,na,na
1956,LH,MUS 585,1,680747.560767,7642413.45873,W,na,na,na,na,2016-09-28 16:30:00,2016-09-28 18:20:00,na,na,na,na,na,na,na,na
1957,LH,MUS 409,7,680747.560767,7642413.45873,R,na,na,na,na,na,na,2016-09-29 15:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
1958,LH,MUS 211,24,680747.560767,7642413.45873,MWF,2016-09-26 10:15:00,2016-09-26 11:05:00,na,na,2016-09-28 10:15:00,2016-09-28 11:05:00,na,na,2016-09-30 10:15:00,2016-09-30 11:05:00,na,na,na,na
1959,LH,MUS 111,17,680747.560767,7642413.45873,MWF,2016-09-26 11:30:00,2016-09-26 12:20:00,na,na,2016-09-28 11:30:00,2016-09-28 12:20:00,na,na,2016-09-30 11:30:00,2016-09-30 12:20:00,na,na,na,na
1960,LH,MUS 512,9,680747.560767,7642413.45873,MW,2016-09-26 12:30:00,2016-09-26 13:45:00,na,na,2016-09-28 12:30:00,2016-09-28 13:45:00,na,na,na,na,na,na,na,na
1961,LH,MUS 511,17,680747.560767,7642413.45873,M,2016-09-26 16:30:00,2016-09-26 18:50:00,na,na,na,na,na,na,na,na,na,na,na,na
1962,LH,MUS 114,20,680747.560767,7642413.45873,TR,na,na,2016-09-27 09:00:00,2016-09-27 09:50:00,na,na,2016-09-29 09:00:00,2016-09-29 09:50:00,na,na,na,na,na,na
1963,LH,MUS 214,21,680747.560767,7642413.45873,TR,na,na,2016-09-27 10:30:00,2016-09-27 11:20:00,na,na,2016-09-29 10:30:00,2016-09-29 11:20:00,na,na,na,na,na,na
1964,LH,MUS 311,25,680747.560767,7642413.45873,MWF,2016-09-26 10:15:00,2016-09-26 11:05:00,na,na,2016-09-28 10:15:00,2016-09-28 11:05:00,na,na,2016-09-30 10:15:00,2016-09-30 11:05:00,na,na,na,na
1965,LH,MUS 111,16,680747.560767,7642413.45873,MWF,2016-09-26 11:30:00,2016-09-26 12:20:00,na,na,2016-09-28 11:30:00,2016-09-28 12:20:00,na,na,2016-09-30 11:30:00,2016-09-30 12:20:00,na,na,na,na
1966,LH,MUS 481,3,680747.560767,7642413.45873,MW,2016-09-26 14:00:00,2016-09-26 15:20:00,na,na,2016-09-28 14:00:00,2016-09-28 15:20:00,na,na,na,na,na,na,na,na
1967,LH,MUS 581,3,680747.560767,7642413.45873,MW,2016-09-26 14:00:00,2016-09-26 15:20:00,na,na,2016-09-28 14:00:00,2016-09-28 15:20:00,na,na,na,na,na,na,na,na
1968,LH,MUS 304,54,680747.560767,7642413.45873,TR,na,na,2016-09-27 08:00:00,2016-09-27 09:50:00,na,na,2016-09-29 08:00:00,2016-09-29 09:50:00,na,na,na,na,na,na
1969,LH,MUS 374U,23,680747.560767,7642413.45873,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
1975,LH,JPN 201,10,680747.560767,7642413.45873,MTWRF,2016-09-26 09:00:00,2016-09-26 09:50:00,2016-09-27 09:00:00,2016-09-27 09:50:00,2016-09-28 09:00:00,2016-09-28 09:50:00,2016-09-29 09:00:00,2016-09-29 09:50:00,2016-09-30 09:00:00,2016-09-30 09:50:00,na,na,na,na
1976,LH,HON 403,27,680747.560767,7642413.45873,MW,2016-09-26 10:00:00,2016-09-26 11:50:00,na,na,2016-09-28 10:00:00,2016-09-28 11:50:00,na,na,na,na,na,na,na,na
1977,LH,PORT 101,11,680747.560767,7642413.45873,MWF,2016-09-26 12:45:00,2016-09-26 13:50:00,na,na,2016-09-28 12:45:00,2016-09-28 13:50:00,na,na,2016-09-30 12:45:00,2016-09-30 13:50:00,na,na,na,na
1978,LH,MTH 111,36,680747.560767,7642413.45873,MWF,2016-09-26 14:00:00,2016-09-26 15:05:00,na,na,2016-09-28 14:00:00,2016-09-28 15:05:00,na,na,2016-09-30 14:00:00,2016-09-30 15:05:00,na,na,na,na
1979,LH,PSY 429,38,680747.560767,7642413.45873,TR,na,na,2016-09-27 10:00:00,2016-09-27 11:50:00,na,na,2016-09-29 10:00:00,2016-09-29 11:50:00,na,na,na,na,na,na
1980,LH,HST 297,33,680747.560767,7642413.45873,TR,na,na,2016-09-27 12:00:00,2016-09-27 13:50:00,na,na,2016-09-29 12:00:00,2016-09-29 13:50:00,na,na,na,na,na,na
1981,LH,MTH 112,43,680747.560767,7642413.45873,TR,na,na,2016-09-27 14:00:00,2016-09-27 15:50:00,na,na,2016-09-29 14:00:00,2016-09-29 15:50:00,na,na,na,na,na,na
1982,LH,ENG 335U,32,680747.560767,7642413.45873,TR,na,na,2016-09-27 16:40:00,2016-09-27 18:30:00,na,na,2016-09-29 16:40:00,2016-09-29 18:30:00,na,na,na,na,na,na
1983,LH,PAP 510,14,680747.560767,7642413.45873,W,na,na,na,na,2016-09-28 16:00:00,2016-09-28 18:30:00,na,na,na,na,na,na,na,na
1984,LH,NORW 101,31,680747.560767,7642413.45873,W,na,na,na,na,2016-09-28 18:40:00,2016-09-28 21:20:00,na,na,na,na,na,na,na,na
1993,LH,ENG 300,12,680747.560767,7642413.45873,MW,2016-09-26 09:00:00,2016-09-26 10:05:00,na,na,2016-09-28 09:00:00,2016-09-28 10:05:00,na,na,na,na,na,na,na,na
1994,LH,LING 435,15,680747.560767,7642413.45873,MWF,2016-09-26 11:30:00,2016-09-26 12:35:00,na,na,2016-09-28 11:30:00,2016-09-28 12:35:00,na,na,2016-09-30 11:30:00,2016-09-30 12:35:00,na,na,na,na
